   Elapsed time	   ECG1	   ECG2
       4:13.703	  0.070	 -0.160
       4:13.711	  0.070	 -0.130
       4:13.719	  0.080	 -0.130
       4:13.727	  0.070	 -0.160
       4:13.734	  0.070	 -0.160
       4:13.742	  0.070	 -0.150
       4:13.750	  0.080	 -0.170
       4:13.758	  0.080	 -0.190
       4:13.766	  0.070	 -0.180
       4:13.773	  0.070	 -0.170
       4:13.781	  0.070	 -0.190
       4:13.789	  0.050	 -0.210
       4:13.797	  0.060	 -0.190
       4:13.805	  0.050	 -0.200
       4:13.813	  0.040	 -0.200
       4:13.820	  0.030	 -0.200
       4:13.828	  0.030	 -0.180
       4:13.836	  0.010	 -0.200
       4:13.844	  0.030	 -0.220
       4:13.852	  0.010	 -0.190
       4:13.859	  0.030	 -0.190
       4:13.867	  0.010	 -0.200
       4:13.875	  0.010	 -0.220
       4:13.883	  0.020	 -0.190
       4:13.891	  0.010	 -0.200
       4:13.898	  0.020	 -0.210
       4:13.906	  0.000	 -0.200
       4:13.914	  0.010	 -0.180
       4:13.922	  0.010	 -0.200
       4:13.930	  0.010	 -0.210
       4:13.938	  0.030	 -0.150
       4:13.945	  0.070	 -0.100
       4:13.953	  0.060	 -0.130
       4:13.961	  0.100	 -0.070
       4:13.969	  0.110	 -0.010
       4:13.977	  0.180	  0.190
       4:13.984	  0.160	  0.160
       4:13.992	  0.050	  0.190
       4:14.000	  0.020	  0.170
       4:14.008	 -0.080	  0.040
       4:14.016	 -0.110	  0.010
       4:14.023	 -0.100	  0.030
       4:14.031	 -0.070	 -0.100
       4:14.039	 -0.060	 -0.230
       4:14.047	 -0.070	 -0.230
       4:14.055	 -0.070	 -0.210
       4:14.063	 -0.070	 -0.210
       4:14.070	 -0.070	 -0.270
       4:14.078	  0.040	 -0.340
       4:14.086	  0.410	  0.740
       4:14.094	  0.730	  3.540
       4:14.102	 -0.950	  5.110
       4:14.109	 -1.850	  5.110
       4:14.117	 -1.600	  1.740
       4:14.125	 -1.240	 -0.650
       4:14.133	 -0.510	 -0.430
       4:14.141	 -0.160	 -0.220
       4:14.148	 -0.030	 -0.320
       4:14.156	 -0.020	 -0.370
       4:14.164	  0.000	 -0.360
       4:14.172	  0.030	 -0.360
       4:14.180	  0.040	 -0.380
       4:14.188	  0.050	 -0.370
       4:14.195	  0.060	 -0.350
       4:14.203	  0.080	 -0.360
       4:14.211	  0.070	 -0.370
       4:14.219	  0.080	 -0.320
       4:14.227	  0.100	 -0.330
       4:14.234	  0.110	 -0.330
       4:14.242	  0.130	 -0.340
       4:14.250	  0.140	 -0.300
       4:14.258	  0.150	 -0.300
       4:14.266	  0.160	 -0.300
       4:14.273	  0.180	 -0.280
       4:14.281	  0.190	 -0.280
       4:14.289	  0.210	 -0.300
       4:14.297	  0.230	 -0.330
       4:14.305	  0.230	 -0.300
       4:14.313	  0.240	 -0.330
       4:14.320	  0.220	 -0.370
       4:14.328	  0.210	 -0.400
       4:14.336	  0.200	 -0.410
       4:14.344	  0.170	 -0.460
       4:14.352	  0.130	 -0.490
       4:14.359	  0.090	 -0.460
       4:14.367	  0.070	 -0.420
       4:14.375	  0.030	 -0.370
       4:14.383	  0.010	 -0.310
       4:14.391	  0.000	 -0.200
       4:14.398	  0.000	 -0.140
       4:14.406	  0.010	 -0.120
       4:14.414	  0.010	 -0.060
       4:14.422	  0.020	 -0.040
       4:14.430	  0.030	 -0.060
       4:14.438	  0.040	 -0.070
       4:14.445	  0.030	 -0.030
       4:14.453	  0.050	 -0.050
       4:14.461	  0.030	 -0.060
       4:14.469	  0.040	 -0.060
       4:14.477	  0.040	 -0.050
       4:14.484	  0.050	 -0.060
       4:14.492	  0.030	 -0.080
       4:14.500	  0.030	 -0.080
       4:14.508	  0.050	 -0.070
       4:14.516	  0.050	 -0.100
       4:14.523	  0.050	 -0.120
       4:14.531	  0.070	 -0.080
       4:14.539	  0.060	 -0.110
       4:14.547	  0.060	 -0.140
       4:14.555	  0.060	 -0.130
       4:14.563	  0.060	 -0.130
       4:14.570	  0.050	 -0.160
       4:14.578	  0.050	 -0.170
       4:14.586	  0.040	 -0.140
       4:14.594	  0.040	 -0.160
       4:14.602	  0.030	 -0.170
       4:14.609	  0.040	 -0.170
       4:14.617	  0.020	 -0.160
       4:14.625	  0.010	 -0.160
       4:14.633	  0.010	 -0.180
       4:14.641	  0.000	 -0.150
       4:14.648	  0.010	 -0.150
       4:14.656	  0.000	 -0.180
       4:14.664	 -0.010	 -0.190
       4:14.672	 -0.010	 -0.170
       4:14.680	 -0.020	 -0.170
       4:14.688	 -0.010	 -0.180
       4:14.695	 -0.020	 -0.160
       4:14.703	 -0.010	 -0.160
       4:14.711	 -0.020	 -0.160
       4:14.719	 -0.030	 -0.180
       4:14.727	 -0.030	 -0.140
       4:14.734	 -0.020	 -0.140
       4:14.742	 -0.020	 -0.160
       4:14.750	 -0.030	 -0.150
       4:14.758	 -0.020	 -0.130
       4:14.766	  0.000	 -0.110
       4:14.773	  0.050	 -0.090
       4:14.781	  0.010	 -0.050
       4:14.789	  0.090	  0.000
       4:14.797	  0.070	  0.030
       4:14.805	  0.160	  0.240
       4:14.813	  0.110	  0.220
       4:14.820	  0.040	  0.230
       4:14.828	 -0.020	  0.190
       4:14.836	 -0.110	  0.100
       4:14.844	 -0.110	  0.090
       4:14.852	 -0.120	  0.080
       4:14.859	 -0.090	 -0.080
       4:14.867	 -0.110	 -0.120
       4:14.875	 -0.100	 -0.140
       4:14.883	 -0.100	 -0.160
       4:14.891	 -0.100	 -0.150
       4:14.898	 -0.090	 -0.230
       4:14.906	  0.110	 -0.180
       4:14.914	  0.400	  1.070
       4:14.922	  0.780	  4.190
       4:14.930	 -1.420	  5.110
       4:14.938	 -1.830	  4.630
       4:14.945	 -1.290	  0.670
       4:14.953	 -1.080	 -0.390
       4:14.961	 -0.430	 -0.340
       4:14.969	 -0.070	 -0.190
       4:14.977	 -0.040	 -0.280
       4:14.984	 -0.020	 -0.290
       4:14.992	  0.010	 -0.310
       4:15.000	  0.040	 -0.330
       4:15.008	  0.050	 -0.290
       4:15.016	  0.060	 -0.290
       4:15.023	  0.060	 -0.300
       4:15.031	  0.090	 -0.310
       4:15.039	  0.090	 -0.280
       4:15.047	  0.110	 -0.290
       4:15.055	  0.110	 -0.290
       4:15.063	  0.110	 -0.260
       4:15.070	  0.140	 -0.270
       4:15.078	  0.150	 -0.280
       4:15.086	  0.150	 -0.300
       4:15.094	  0.170	 -0.250
       4:15.102	  0.180	 -0.260
       4:15.109	  0.200	 -0.270
       4:15.117	  0.210	 -0.270
       4:15.125	  0.230	 -0.270
       4:15.133	  0.220	 -0.310
       4:15.141	  0.220	 -0.340
       4:15.148	  0.210	 -0.340
       4:15.156	  0.200	 -0.370
       4:15.164	  0.190	 -0.430
       4:15.172	  0.160	 -0.470
       4:15.180	  0.130	 -0.450
       4:15.188	  0.090	 -0.460
       4:15.195	  0.060	 -0.430
       4:15.203	  0.020	 -0.340
       4:15.211	  0.020	 -0.240
       4:15.219	  0.020	 -0.190
       4:15.227	  0.010	 -0.110
       4:15.234	  0.000	 -0.070
       4:15.242	  0.030	 -0.020
       4:15.250	  0.020	 -0.030
       4:15.258	  0.030	  0.000
       4:15.266	  0.040	  0.010
       4:15.273	  0.020	 -0.020
       4:15.281	  0.040	 -0.030
       4:15.289	  0.020	  0.010
       4:15.297	  0.030	  0.000
       4:15.305	  0.030	 -0.030
       4:15.313	  0.030	 -0.030
       4:15.320	  0.030	  0.000
       4:15.328	  0.030	 -0.040
       4:15.336	  0.030	 -0.060
       4:15.344	  0.040	 -0.020
       4:15.352	  0.040	 -0.040
       4:15.359	  0.030	 -0.060
       4:15.367	  0.030	 -0.060
       4:15.375	  0.040	 -0.060
       4:15.383	  0.040	 -0.070
       4:15.391	  0.040	 -0.090
       4:15.398	  0.030	 -0.070
       4:15.406	  0.020	 -0.080
       4:15.414	  0.010	 -0.110
       4:15.422	  0.010	 -0.120
       4:15.430	  0.010	 -0.080
       4:15.438	  0.000	 -0.110
       4:15.445	  0.000	 -0.120
       4:15.453	 -0.030	 -0.110
       4:15.461	 -0.010	 -0.100
       4:15.469	 -0.020	 -0.130
       4:15.477	 -0.030	 -0.140
       4:15.484	 -0.040	 -0.120
       4:15.492	 -0.030	 -0.110
       4:15.500	 -0.040	 -0.130
       4:15.508	 -0.060	 -0.130
       4:15.516	 -0.040	 -0.100
       4:15.523	 -0.040	 -0.100
       4:15.531	 -0.050	 -0.110
       4:15.539	 -0.060	 -0.100
       4:15.547	 -0.060	 -0.070
       4:15.555	 -0.080	 -0.110
       4:15.563	 -0.040	 -0.100
       4:15.570	  0.000	 -0.020
       4:15.578	 -0.030	 -0.030
       4:15.586	  0.020	  0.010
       4:15.594	  0.020	  0.050
       4:15.602	  0.100	  0.280
       4:15.609	  0.060	  0.260
       4:15.617	  0.000	  0.270
       4:15.625	 -0.060	  0.250
       4:15.633	 -0.160	  0.140
       4:15.641	 -0.180	  0.080
       4:15.648	 -0.170	  0.080
       4:15.656	 -0.160	 -0.020
       4:15.664	 -0.150	 -0.120
       4:15.672	 -0.150	 -0.170
       4:15.680	 -0.170	 -0.100
       4:15.688	 -0.150	 -0.140
       4:15.695	 -0.150	 -0.190
       4:15.703	 -0.020	 -0.230
       4:15.711	  0.310	  0.980
       4:15.719	  0.660	  3.840
       4:15.727	 -0.960	  5.110
       4:15.734	 -1.720	  5.110
       4:15.742	 -1.400	  1.650
       4:15.750	 -1.160	 -0.500
       4:15.758	 -0.590	 -0.410
       4:15.766	 -0.230	 -0.160
       4:15.773	 -0.120	 -0.240
       4:15.781	 -0.080	 -0.290
       4:15.789	 -0.080	 -0.300
       4:15.797	 -0.050	 -0.290
       4:15.805	 -0.030	 -0.300
       4:15.813	 -0.010	 -0.300
       4:15.820	 -0.040	 -0.280
       4:15.828	  0.000	 -0.270
       4:15.836	 -0.010	 -0.270
       4:15.844	 -0.010	 -0.260
       4:15.852	  0.000	 -0.250
       4:15.859	  0.030	 -0.250
       4:15.867	  0.020	 -0.290
       4:15.875	  0.050	 -0.240
       4:15.883	  0.040	 -0.220
       4:15.891	  0.050	 -0.230
       4:15.898	  0.040	 -0.260
       4:15.906	  0.060	 -0.210
       4:15.914	  0.060	 -0.230
       4:15.922	  0.060	 -0.240
       4:15.930	  0.070	 -0.260
       4:15.938	  0.060	 -0.250
       4:15.945	  0.060	 -0.290
       4:15.953	  0.030	 -0.310
       4:15.961	  0.020	 -0.300
       4:15.969	  0.020	 -0.340
       4:15.977	  0.000	 -0.390
       4:15.984	 -0.030	 -0.390
       4:15.992	 -0.030	 -0.310
       4:16.000	 -0.050	 -0.280
       4:16.008	 -0.080	 -0.210
       4:16.016	 -0.070	 -0.120
       4:16.023	 -0.050	 -0.080
       4:16.031	 -0.040	 -0.060
       4:16.039	 -0.040	 -0.060
       4:16.047	 -0.030	 -0.050
       4:16.055	 -0.040	 -0.040
       4:16.063	 -0.030	 -0.080
       4:16.070	 -0.020	 -0.060
       4:16.078	 -0.010	 -0.060
       4:16.086	 -0.010	 -0.080
       4:16.094	 -0.030	 -0.150
       4:16.102	  0.000	 -0.080
       4:16.109	  0.000	 -0.110
       4:16.117	  0.010	 -0.130
       4:16.125	  0.000	 -0.130
       4:16.133	 -0.010	 -0.110
       4:16.141	  0.010	 -0.130
       4:16.148	  0.010	 -0.180
       4:16.156	  0.000	 -0.130
       4:16.164	  0.010	 -0.120
       4:16.172	  0.000	 -0.130
       4:16.180	 -0.010	 -0.120
       4:16.188	 -0.010	 -0.130
       4:16.195	  0.010	 -0.150
       4:16.203	  0.000	 -0.170
       4:16.211	 -0.010	 -0.140
       4:16.219	 -0.020	 -0.150
       4:16.227	 -0.010	 -0.130
       4:16.234	 -0.030	 -0.160
       4:16.242	  0.000	 -0.130
       4:16.250	 -0.020	 -0.140
       4:16.258	 -0.010	 -0.170
       4:16.266	 -0.020	 -0.150
       4:16.273	 -0.030	 -0.150
       4:16.281	 -0.010	 -0.150
       4:16.289	 -0.010	 -0.170
       4:16.297	 -0.030	 -0.140
       4:16.305	 -0.020	 -0.150
       4:16.313	 -0.030	 -0.180
       4:16.320	 -0.020	 -0.180
       4:16.328	 -0.010	 -0.150
       4:16.336	  0.010	 -0.140
       4:16.344	  0.050	 -0.100
       4:16.352	  0.030	 -0.070
       4:16.359	  0.110	 -0.030
       4:16.367	  0.100	  0.020
       4:16.375	  0.180	  0.200
       4:16.383	  0.140	  0.220
       4:16.391	  0.080	  0.240
       4:16.398	  0.060	  0.170
       4:16.406	 -0.080	  0.080
       4:16.414	 -0.070	  0.040
       4:16.422	 -0.090	 -0.020
       4:16.430	 -0.080	 -0.160
       4:16.438	 -0.090	 -0.190
       4:16.445	 -0.100	 -0.210
       4:16.453	 -0.090	 -0.220
       4:16.461	 -0.110	 -0.210
       4:16.469	 -0.110	 -0.280
       4:16.477	  0.140	  0.000
       4:16.484	  0.450	  1.390
       4:16.492	  0.680	  4.470
       4:16.500	 -1.130	  5.110
       4:16.508	 -1.560	  4.780
       4:16.516	 -1.220	  0.540
       4:16.523	 -0.890	 -0.450
       4:16.531	 -0.550	 -0.450
       4:16.539	 -0.100	 -0.240
       4:16.547	 -0.070	 -0.320
       4:16.555	 -0.040	 -0.310
       4:16.563	 -0.010	 -0.330
       4:16.570	 -0.010	 -0.340
       4:16.578	  0.010	 -0.310
       4:16.586	  0.040	 -0.310
       4:16.594	  0.050	 -0.310
       4:16.602	  0.050	 -0.320
       4:16.609	  0.070	 -0.270
       4:16.617	  0.070	 -0.260
       4:16.625	  0.070	 -0.270
       4:16.633	  0.090	 -0.260
       4:16.641	  0.090	 -0.240
       4:16.648	  0.120	 -0.250
       4:16.656	  0.140	 -0.260
       4:16.664	  0.140	 -0.220
       4:16.672	  0.170	 -0.220
       4:16.680	  0.170	 -0.240
       4:16.688	  0.200	 -0.250
       4:16.695	  0.210	 -0.220
       4:16.703	  0.230	 -0.250
       4:16.711	  0.210	 -0.290
       4:16.719	  0.210	 -0.280
       4:16.727	  0.200	 -0.300
       4:16.734	  0.190	 -0.350
       4:16.742	  0.160	 -0.410
       4:16.750	  0.130	 -0.370
       4:16.758	  0.090	 -0.380
       4:16.766	  0.050	 -0.340
       4:16.773	  0.030	 -0.280
       4:16.781	  0.020	 -0.190
       4:16.789	  0.000	 -0.130
       4:16.797	  0.010	 -0.100
       4:16.805	  0.000	 -0.040
       4:16.813	  0.020	 -0.030
       4:16.820	  0.020	 -0.040
       4:16.828	  0.020	 -0.060
       4:16.836	  0.030	 -0.040
       4:16.844	  0.040	 -0.060
       4:16.852	  0.050	 -0.070
       4:16.859	  0.030	 -0.070
       4:16.867	  0.060	 -0.060
       4:16.875	  0.030	 -0.100
       4:16.883	  0.060	 -0.110
       4:16.891	  0.050	 -0.090
       4:16.898	  0.070	 -0.090
       4:16.906	  0.060	 -0.110
       4:16.914	  0.060	 -0.100
       4:16.922	  0.050	 -0.100
       4:16.930	  0.050	 -0.110
       4:16.938	  0.050	 -0.120
       4:16.945	  0.040	 -0.100
       4:16.953	  0.040	 -0.100
       4:16.961	  0.030	 -0.120
       4:16.969	  0.030	 -0.130
       4:16.977	  0.020	 -0.120
       4:16.984	  0.020	 -0.120
       4:16.992	  0.010	 -0.140
       4:17.000	  0.000	 -0.110
       4:17.008	  0.000	 -0.110
       4:17.016	  0.000	 -0.130
       4:17.023	 -0.010	 -0.160
       4:17.031	 -0.010	 -0.120
       4:17.039	 -0.020	 -0.140
       4:17.047	 -0.030	 -0.150
       4:17.055	 -0.020	 -0.150
       4:17.063	 -0.010	 -0.140
       4:17.070	 -0.020	 -0.160
       4:17.078	 -0.010	 -0.170
       4:17.086	 -0.020	 -0.140
       4:17.094	 -0.010	 -0.140
       4:17.102	 -0.020	 -0.150
       4:17.109	  0.000	 -0.160
       4:17.117	  0.000	 -0.130
       4:17.125	  0.050	 -0.080
       4:17.133	  0.060	 -0.090
       4:17.141	  0.060	 -0.030
       4:17.148	  0.130	  0.020
       4:17.156	  0.150	  0.120
       4:17.164	  0.170	  0.240
       4:17.172	  0.090	  0.230
       4:17.180	  0.050	  0.250
       4:17.188	 -0.020	  0.120
       4:17.195	 -0.100	  0.070
       4:17.203	 -0.080	  0.080
       4:17.211	 -0.080	 -0.010
       4:17.219	 -0.060	 -0.170
       4:17.227	 -0.060	 -0.170
       4:17.234	 -0.060	 -0.170
       4:17.242	 -0.070	 -0.180
       4:17.250	 -0.060	 -0.180
       4:17.258	 -0.040	 -0.340
       4:17.266	  0.350	  0.270
       4:17.273	  0.540	  2.210
       4:17.281	 -0.040	  5.110
       4:17.289	 -1.870	  5.110
       4:17.297	 -1.930	  3.670
       4:17.305	 -1.170	 -0.400
       4:17.313	 -0.680	 -0.350
       4:17.320	 -0.230	 -0.250
       4:17.328	  0.020	 -0.260
       4:17.336	  0.010	 -0.300
       4:17.344	  0.040	 -0.310
       4:17.352	  0.070	 -0.320
       4:17.359	  0.090	 -0.340
       4:17.367	  0.110	 -0.300
       4:17.375	  0.120	 -0.310
       4:17.383	  0.130	 -0.330
       4:17.391	  0.120	 -0.330
       4:17.398	  0.130	 -0.310
       4:17.406	  0.160	 -0.300
       4:17.414	  0.150	 -0.320
       4:17.422	  0.170	 -0.300
       4:17.430	  0.180	 -0.300
       4:17.438	  0.210	 -0.310
       4:17.445	  0.210	 -0.320
       4:17.453	  0.250	 -0.300
       4:17.461	  0.250	 -0.310
       4:17.469	  0.270	 -0.320
       4:17.477	  0.280	 -0.330
       4:17.484	  0.310	 -0.320
       4:17.492	  0.290	 -0.350
       4:17.500	  0.290	 -0.380
       4:17.508	  0.280	 -0.390
       4:17.516	  0.260	 -0.420
       4:17.523	  0.230	 -0.460
       4:17.531	  0.200	 -0.490
       4:17.539	  0.150	 -0.460
       4:17.547	  0.090	 -0.440
       4:17.555	  0.060	 -0.400
       4:17.563	  0.030	 -0.300
       4:17.570	  0.010	 -0.200
       4:17.578	  0.010	 -0.160
       4:17.586	  0.010	 -0.140
       4:17.594	  0.010	 -0.080
       4:17.602	  0.020	 -0.070
       4:17.609	  0.030	 -0.090
       4:17.617	  0.030	 -0.070
       4:17.625	  0.030	 -0.060
       4:17.633	  0.020	 -0.080
       4:17.641	  0.020	 -0.090
       4:17.648	  0.010	 -0.070
       4:17.656	  0.030	 -0.080
       4:17.664	  0.020	 -0.090
       4:17.672	  0.030	 -0.090
       4:17.680	  0.040	 -0.070
       4:17.688	  0.050	 -0.090
       4:17.695	  0.040	 -0.110
       4:17.703	  0.050	 -0.100
       4:17.711	  0.050	 -0.090
       4:17.719	  0.070	 -0.130
       4:17.727	  0.060	 -0.130
       4:17.734	  0.080	 -0.120
       4:17.742	  0.090	 -0.140
       4:17.750	  0.080	 -0.160
       4:17.758	  0.070	 -0.150
       4:17.766	  0.080	 -0.150
       4:17.773	  0.070	 -0.160
       4:17.781	  0.060	 -0.190
       4:17.789	  0.050	 -0.150
       4:17.797	  0.040	 -0.160
       4:17.805	  0.030	 -0.190
       4:17.813	  0.010	 -0.160
       4:17.820	  0.010	 -0.160
       4:17.828	  0.010	 -0.170
       4:17.836	  0.010	 -0.180
       4:17.844	  0.000	 -0.170
       4:17.852	  0.000	 -0.170
       4:17.859	  0.000	 -0.210
       4:17.867	 -0.010	 -0.190
       4:17.875	  0.000	 -0.180
       4:17.883	 -0.010	 -0.190
       4:17.891	 -0.010	 -0.200
       4:17.898	  0.000	 -0.170
       4:17.906	  0.050	 -0.130
       4:17.914	  0.070	 -0.120
       4:17.922	  0.040	 -0.090
       4:17.930	  0.110	 -0.030
       4:17.938	  0.130	  0.080
       4:17.945	  0.190	  0.230
       4:17.953	  0.090	  0.190
       4:17.961	  0.050	  0.230
       4:17.969	 -0.020	  0.100
       4:17.977	 -0.110	  0.030
       4:17.984	 -0.090	  0.050
       4:17.992	 -0.080	 -0.040
       4:18.000	 -0.060	 -0.200
       4:18.008	 -0.060	 -0.200
       4:18.016	 -0.070	 -0.200
       4:18.023	 -0.060	 -0.190
       4:18.031	 -0.080	 -0.220
       4:18.039	 -0.040	 -0.370
       4:18.047	  0.350	  0.340
       4:18.055	  0.580	  2.500
       4:18.063	 -0.310	  5.110
       4:18.070	 -1.850	  5.110
       4:18.078	 -1.840	  3.240
       4:18.086	 -1.160	 -0.570
       4:18.094	 -0.610	 -0.410
       4:18.102	 -0.240	 -0.270
       4:18.109	  0.000	 -0.290
       4:18.117	 -0.020	 -0.360
       4:18.125	  0.020	 -0.340
       4:18.133	  0.050	 -0.370
       4:18.141	  0.070	 -0.380
       4:18.148	  0.070	 -0.350
       4:18.156	  0.100	 -0.340
       4:18.164	  0.090	 -0.350
       4:18.172	  0.100	 -0.360
       4:18.180	  0.120	 -0.310
       4:18.188	  0.140	 -0.310
       4:18.195	  0.140	 -0.330
       4:18.203	  0.150	 -0.310
       4:18.211	  0.180	 -0.300
       4:18.219	  0.180	 -0.310
       4:18.227	  0.190	 -0.310
       4:18.234	  0.200	 -0.280
       4:18.242	  0.230	 -0.280
       4:18.250	  0.250	 -0.300
       4:18.258	  0.250	 -0.330
       4:18.266	  0.260	 -0.310
       4:18.273	  0.270	 -0.350
       4:18.281	  0.250	 -0.390
       4:18.289	  0.240	 -0.390
       4:18.297	  0.210	 -0.440
       4:18.305	  0.200	 -0.480
       4:18.313	  0.160	 -0.530
       4:18.320	  0.120	 -0.480
       4:18.328	  0.080	 -0.460
       4:18.336	  0.050	 -0.400
       4:18.344	  0.030	 -0.320
       4:18.352	  0.040	 -0.220
       4:18.359	  0.030	 -0.170
       4:18.367	  0.020	 -0.150
       4:18.375	  0.040	 -0.100
       4:18.383	  0.030	 -0.080
       4:18.391	  0.060	 -0.100
       4:18.398	  0.040	 -0.090
       4:18.406	  0.050	 -0.070
       4:18.414	  0.050	 -0.090
       4:18.422	  0.060	 -0.100
       4:18.430	  0.030	 -0.090
       4:18.438	  0.050	 -0.090
       4:18.445	  0.050	 -0.110
       4:18.453	  0.050	 -0.140
       4:18.461	  0.050	 -0.120
       4:18.469	  0.060	 -0.140
       4:18.477	  0.050	 -0.160
       4:18.484	  0.050	 -0.150
       4:18.492	  0.080	 -0.140
       4:18.500	  0.060	 -0.160
       4:18.508	  0.080	 -0.180
       4:18.516	  0.070	 -0.140
       4:18.523	  0.080	 -0.150
       4:18.531	  0.060	 -0.180
       4:18.539	  0.050	 -0.170
       4:18.547	  0.060	 -0.150
       4:18.555	  0.050	 -0.170
       4:18.563	  0.050	 -0.180
       4:18.570	  0.050	 -0.160
       4:18.578	  0.040	 -0.150
       4:18.586	  0.030	 -0.180
       4:18.594	  0.030	 -0.180
       4:18.602	  0.020	 -0.170
       4:18.609	  0.040	 -0.180
       4:18.617	  0.020	 -0.200
       4:18.625	  0.010	 -0.180
       4:18.633	  0.020	 -0.180
       4:18.641	  0.020	 -0.180
       4:18.648	  0.010	 -0.200
       4:18.656	  0.000	 -0.180
       4:18.664	  0.000	 -0.180
       4:18.672	  0.000	 -0.200
       4:18.680	 -0.010	 -0.200
       4:18.688	  0.000	 -0.190
       4:18.695	  0.000	 -0.180
       4:18.703	  0.010	 -0.160
       4:18.711	  0.060	 -0.100
       4:18.719	  0.040	 -0.100
       4:18.727	  0.080	 -0.070
       4:18.734	  0.080	 -0.030
       4:18.742	  0.170	  0.200
       4:18.750	  0.120	  0.180
       4:18.758	  0.050	  0.170
       4:18.766	 -0.010	  0.170
       4:18.773	 -0.110	  0.070
       4:18.781	 -0.120	  0.040
       4:18.789	 -0.130	  0.010
       4:18.797	 -0.090	 -0.090
       4:18.805	 -0.080	 -0.180
       4:18.813	 -0.070	 -0.210
       4:18.820	 -0.090	 -0.220
       4:18.828	 -0.090	 -0.180
       4:18.836	 -0.080	 -0.250
       4:18.844	  0.130	 -0.260
       4:18.852	  0.430	  1.010
       4:18.859	  0.800	  4.090
       4:18.867	 -1.360	  5.110
       4:18.875	 -1.830	  4.960
       4:18.883	 -1.330	  1.190
       4:18.891	 -1.110	 -0.510
       4:18.898	 -0.460	 -0.430
       4:18.906	 -0.080	 -0.220
       4:18.914	 -0.040	 -0.300
       4:18.922	 -0.020	 -0.350
       4:18.930	 -0.010	 -0.390
       4:18.938	  0.010	 -0.370
       4:18.945	  0.020	 -0.360
       4:18.953	  0.020	 -0.370
       4:18.961	  0.040	 -0.370
       4:18.969	  0.030	 -0.330
       4:18.977	  0.040	 -0.320
       4:18.984	  0.040	 -0.330
       4:18.992	  0.050	 -0.300
       4:19.000	  0.060	 -0.300
       4:19.008	  0.070	 -0.300
       4:19.016	  0.060	 -0.300
       4:19.023	  0.060	 -0.280
       4:19.031	  0.070	 -0.300
       4:19.039	  0.080	 -0.300
       4:19.047	  0.070	 -0.300
       4:19.055	  0.080	 -0.290
       4:19.063	  0.100	 -0.310
       4:19.070	  0.100	 -0.340
       4:19.078	  0.100	 -0.330
       4:19.086	  0.080	 -0.360
       4:19.094	  0.080	 -0.420
       4:19.102	  0.060	 -0.440
       4:19.109	  0.050	 -0.470
       4:19.117	  0.040	 -0.470
       4:19.125	  0.010	 -0.470
       4:19.133	 -0.030	 -0.410
       4:19.141	 -0.030	 -0.350
       4:19.148	 -0.040	 -0.290
       4:19.156	 -0.030	 -0.210
       4:19.164	 -0.030	 -0.110
       4:19.172	 -0.020	 -0.090
       4:19.180	 -0.020	 -0.100
       4:19.188	  0.000	 -0.080
       4:19.195	  0.010	 -0.050
       4:19.203	  0.000	 -0.080
       4:19.211	  0.010	 -0.090
       4:19.219	  0.000	 -0.060
       4:19.227	  0.020	 -0.060
       4:19.234	  0.000	 -0.110
       4:19.242	  0.010	 -0.080
       4:19.250	  0.020	 -0.090
       4:19.258	  0.020	 -0.100
       4:19.266	  0.010	 -0.140
       4:19.273	  0.010	 -0.100
       4:19.281	  0.030	 -0.120
       4:19.289	  0.020	 -0.130
       4:19.297	  0.010	 -0.150
       4:19.305	  0.020	 -0.110
       4:19.313	  0.030	 -0.140
       4:19.320	  0.010	 -0.170
       4:19.328	  0.010	 -0.160
       4:19.336	  0.000	 -0.160
       4:19.344	  0.010	 -0.180
       4:19.352	 -0.020	 -0.180
       4:19.359	 -0.010	 -0.140
       4:19.367	 -0.030	 -0.150
       4:19.375	 -0.040	 -0.170
       4:19.383	 -0.060	 -0.160
       4:19.391	 -0.050	 -0.150
       4:19.398	 -0.080	 -0.190
       4:19.406	 -0.060	 -0.190
       4:19.414	 -0.080	 -0.170
       4:19.422	 -0.070	 -0.160
       4:19.430	 -0.060	 -0.180
       4:19.438	 -0.080	 -0.200
       4:19.445	 -0.070	 -0.190
       4:19.453	 -0.080	 -0.180
       4:19.461	 -0.070	 -0.210
       4:19.469	 -0.060	 -0.160
       4:19.477	  0.000	 -0.120
       4:19.484	 -0.020	 -0.130
       4:19.492	  0.010	 -0.080
       4:19.500	  0.050	 -0.040
       4:19.508	  0.130	  0.190
       4:19.516	  0.120	  0.160
       4:19.523	  0.030	  0.220
       4:19.531	  0.020	  0.160
       4:19.539	 -0.100	  0.050
       4:19.547	 -0.100	 -0.010
       4:19.555	 -0.120	 -0.020
       4:19.563	 -0.100	 -0.110
       4:19.570	 -0.110	 -0.230
       4:19.578	 -0.120	 -0.250
       4:19.586	 -0.140	 -0.230
       4:19.594	 -0.110	 -0.220
       4:19.602	 -0.140	 -0.300
       4:19.609	  0.050	 -0.200
       4:19.617	  0.380	  1.090
       4:19.625	  0.710	  3.880
       4:19.633	 -0.800	  5.110
       4:19.641	 -1.560	  5.110
       4:19.648	 -1.280	  1.630
       4:19.656	 -1.050	 -0.620
       4:19.664	 -0.600	 -0.550
       4:19.672	 -0.190	 -0.280
       4:19.680	 -0.070	 -0.350
       4:19.688	 -0.030	 -0.350
       4:19.695	 -0.050	 -0.380
