   Elapsed time	   ECG1	   ECG2
       6:12.586	 -0.120	 -0.190
       6:12.594	 -0.120	 -0.200
       6:12.602	 -0.120	 -0.180
       6:12.609	 -0.090	 -0.390
       6:12.617	  0.290	  0.410
       6:12.625	  0.470	  2.640
       6:12.633	  0.100	  5.110
       6:12.641	 -1.930	  5.110
       6:12.648	 -2.070	  3.080
       6:12.656	 -1.220	 -0.640
       6:12.664	 -0.810	 -0.390
       6:12.672	 -0.300	 -0.240
       6:12.680	 -0.040	 -0.300
       6:12.688	 -0.040	 -0.360
       6:12.695	 -0.010	 -0.340
       6:12.703	  0.030	 -0.340
       6:12.711	  0.040	 -0.340
       6:12.719	  0.050	 -0.330
       6:12.727	  0.060	 -0.310
       6:12.734	  0.080	 -0.330
       6:12.742	  0.080	 -0.330
       6:12.750	  0.080	 -0.290
       6:12.758	  0.110	 -0.290
       6:12.766	  0.120	 -0.280
       6:12.773	  0.140	 -0.320
       6:12.781	  0.140	 -0.280
       6:12.789	  0.180	 -0.300
       6:12.797	  0.180	 -0.300
       6:12.805	  0.200	 -0.250
       6:12.813	  0.210	 -0.300
       6:12.820	  0.270	 -0.300
       6:12.828	  0.250	 -0.340
       6:12.836	  0.260	 -0.310
       6:12.844	  0.260	 -0.350
       6:12.852	  0.250	 -0.370
       6:12.859	  0.220	 -0.400
       6:12.867	  0.210	 -0.410
       6:12.875	  0.190	 -0.450
       6:12.883	  0.140	 -0.450
       6:12.891	  0.090	 -0.380
       6:12.898	  0.070	 -0.320
       6:12.906	  0.040	 -0.250
       6:12.914	  0.020	 -0.180
       6:12.922	  0.020	 -0.080
       6:12.930	  0.020	 -0.060
       6:12.938	  0.030	 -0.070
       6:12.945	  0.020	 -0.040
       6:12.953	  0.030	 -0.030
       6:12.961	  0.040	 -0.060
       6:12.969	  0.020	 -0.060
       6:12.977	  0.020	 -0.050
       6:12.984	  0.030	 -0.050
       6:12.992	  0.020	 -0.010
       6:13.000	  0.020	 -0.110
       6:13.008	  0.040	 -0.080
       6:13.016	  0.040	 -0.110
       6:13.023	  0.050	 -0.120
       6:13.031	  0.050	 -0.100
       6:13.039	  0.050	 -0.110
       6:13.047	  0.060	 -0.140
       6:13.055	  0.050	 -0.140
       6:13.063	  0.040	 -0.120
       6:13.070	  0.050	 -0.150
       6:13.078	  0.040	 -0.170
       6:13.086	  0.030	 -0.120
       6:13.094	  0.030	 -0.170
       6:13.102	  0.010	 -0.150
       6:13.109	  0.010	 -0.180
       6:13.117	  0.000	 -0.150
       6:13.125	 -0.010	 -0.140
       6:13.133	 -0.020	 -0.150
       6:13.141	 -0.030	 -0.140
       6:13.148	 -0.050	 -0.130
       6:13.156	 -0.050	 -0.150
       6:13.164	 -0.060	 -0.160
       6:13.172	 -0.050	 -0.130
       6:13.180	 -0.060	 -0.140
       6:13.188	 -0.060	 -0.150
       6:13.195	 -0.070	 -0.150
       6:13.203	 -0.070	 -0.060
       6:13.211	 -0.070	 -0.180
       6:13.219	 -0.070	 -0.160
       6:13.227	 -0.080	 -0.140
       6:13.234	 -0.070	 -0.120
       6:13.242	 -0.020	 -0.090
       6:13.250	  0.010	 -0.080
       6:13.258	 -0.030	 -0.030
       6:13.266	  0.040	  0.020
       6:13.273	  0.110	  0.190
       6:13.281	  0.100	  0.220
       6:13.289	  0.020	  0.240
       6:13.297	 -0.020	  0.200
       6:13.305	 -0.110	  0.080
       6:13.313	 -0.160	  0.080
       6:13.320	 -0.120	  0.080
       6:13.328	 -0.120	 -0.070
       6:13.336	 -0.120	 -0.170
       6:13.344	 -0.110	 -0.160
       6:13.352	 -0.110	 -0.160
       6:13.359	 -0.110	 -0.170
       6:13.367	 -0.130	 -0.160
       6:13.375	 -0.080	 -0.260
       6:13.383	  0.340	  0.830
       6:13.391	  0.570	  3.680
       6:13.398	 -0.560	  5.110
       6:13.406	 -1.940	  5.110
       6:13.414	 -1.820	  1.840
       6:13.422	 -1.270	 -0.570
       6:13.430	 -0.610	 -0.400
       6:13.438	 -0.250	 -0.190
       6:13.445	 -0.070	 -0.290
       6:13.453	 -0.090	 -0.310
       6:13.461	 -0.070	 -0.260
       6:13.469	 -0.030	 -0.380
       6:13.477	  0.000	 -0.380
       6:13.484	  0.010	 -0.320
       6:13.492	  0.010	 -0.320
       6:13.500	  0.030	 -0.320
       6:13.508	  0.040	 -0.310
       6:13.516	  0.030	 -0.300
       6:13.523	  0.060	 -0.300
       6:13.531	  0.060	 -0.320
       6:13.539	  0.070	 -0.270
       6:13.547	  0.090	 -0.270
       6:13.555	  0.100	 -0.300
       6:13.563	  0.100	 -0.290
       6:13.570	  0.130	 -0.260
       6:13.578	  0.140	 -0.250
       6:13.586	  0.140	 -0.310
       6:13.594	  0.140	 -0.280
       6:13.602	  0.170	 -0.300
       6:13.609	  0.180	 -0.310
       6:13.617	  0.170	 -0.350
       6:13.625	  0.140	 -0.360
       6:13.633	  0.130	 -0.410
       6:13.641	  0.120	 -0.440
       6:13.648	  0.080	 -0.400
       6:13.656	  0.060	 -0.350
       6:13.664	  0.050	 -0.320
       6:13.672	  0.020	 -0.240
       6:13.680	  0.000	 -0.140
       6:13.688	  0.020	 -0.110
       6:13.695	  0.000	 -0.100
       6:13.703	 -0.010	 -0.060
       6:13.711	  0.020	 -0.060
       6:13.719	  0.030	 -0.100
       6:13.727	  0.020	 -0.100
       6:13.734	  0.020	 -0.080
       6:13.742	  0.020	 -0.090
       6:13.750	  0.030	 -0.120
       6:13.758	  0.030	 -0.130
       6:13.766	  0.020	 -0.120
       6:13.773	  0.020	 -0.130
       6:13.781	  0.030	 -0.140
       6:13.789	  0.040	 -0.150
       6:13.797	  0.020	 -0.140
       6:13.805	  0.040	 -0.170
       6:13.813	  0.010	 -0.190
       6:13.820	  0.030	 -0.160
       6:13.828	  0.030	 -0.180
       6:13.836	  0.030	 -0.180
       6:13.844	  0.020	 -0.180
       6:13.852	  0.010	 -0.160
       6:13.859	 -0.010	 -0.170
       6:13.867	 -0.020	 -0.200
       6:13.875	  0.000	 -0.170
       6:13.883	 -0.010	 -0.180
       6:13.891	 -0.030	 -0.190
       6:13.898	 -0.020	 -0.190
       6:13.906	 -0.030	 -0.180
       6:13.914	 -0.040	 -0.190
       6:13.922	 -0.030	 -0.210
       6:13.930	 -0.060	 -0.180
       6:13.938	 -0.060	 -0.200
       6:13.945	 -0.030	 -0.200
       6:13.953	 -0.050	 -0.210
       6:13.961	 -0.050	 -0.110
       6:13.969	 -0.060	 -0.240
       6:13.977	 -0.030	 -0.240
       6:13.984	 -0.040	 -0.180
       6:13.992	  0.020	 -0.120
       6:14.000	  0.020	 -0.140
       6:14.008	  0.040	 -0.080
       6:14.016	  0.050	 -0.020
       6:14.023	  0.160	  0.170
       6:14.031	  0.120	  0.130
       6:14.039	  0.070	  0.120
       6:14.047	  0.020	  0.160
       6:14.055	 -0.050	  0.020
       6:14.063	 -0.110	 -0.050
       6:14.070	 -0.100	 -0.020
       6:14.078	 -0.080	 -0.120
       6:14.086	 -0.110	 -0.240
       6:14.094	 -0.100	 -0.260
       6:14.102	 -0.130	 -0.230
       6:14.109	 -0.090	 -0.250
       6:14.117	 -0.130	 -0.270
       6:14.125	 -0.080	 -0.290
       6:14.133	  0.230	  0.910
       6:14.141	  0.590	  3.650
       6:14.148	 -0.240	  5.110
       6:14.156	 -1.630	  5.110
       6:14.164	 -1.480	  1.750
       6:14.172	 -1.210	 -0.680
       6:14.180	 -0.690	 -0.570
       6:14.188	 -0.350	 -0.280
       6:14.195	 -0.070	 -0.380
       6:14.203	 -0.070	 -0.370
       6:14.211	 -0.040	 -0.380
       6:14.219	 -0.010	 -0.380
       6:14.227	  0.010	 -0.400
       6:14.234	  0.020	 -0.400
       6:14.242	  0.020	 -0.360
       6:14.250	  0.040	 -0.330
       6:14.258	  0.050	 -0.340
       6:14.266	  0.050	 -0.340
       6:14.273	  0.060	 -0.320
       6:14.281	  0.090	 -0.310
       6:14.289	  0.090	 -0.320
       6:14.297	  0.120	 -0.280
       6:14.305	  0.140	 -0.210
       6:14.313	  0.150	 -0.320
       6:14.320	  0.170	 -0.300
       6:14.328	  0.200	 -0.260
       6:14.336	  0.200	 -0.270
       6:14.344	  0.220	 -0.280
       6:14.352	  0.230	 -0.280
       6:14.359	  0.230	 -0.270
       6:14.367	  0.240	 -0.310
       6:14.375	  0.230	 -0.360
       6:14.383	  0.200	 -0.340
       6:14.391	  0.180	 -0.370
       6:14.398	  0.160	 -0.370
       6:14.406	  0.110	 -0.340
       6:14.414	  0.090	 -0.300
       6:14.422	  0.080	 -0.240
       6:14.430	  0.060	 -0.210
       6:14.438	  0.030	 -0.160
       6:14.445	  0.050	 -0.140
       6:14.453	  0.030	 -0.160
       6:14.461	  0.040	 -0.160
       6:14.469	  0.030	 -0.150
       6:14.477	  0.060	 -0.170
       6:14.484	  0.050	 -0.200
       6:14.492	  0.030	 -0.180
       6:14.500	  0.060	 -0.210
       6:14.508	  0.060	 -0.210
       6:14.516	  0.060	 -0.250
       6:14.523	  0.060	 -0.230
       6:14.531	  0.060	 -0.230
       6:14.539	  0.060	 -0.250
       6:14.547	  0.060	 -0.270
       6:14.555	  0.050	 -0.240
       6:14.563	  0.060	 -0.250
       6:14.570	  0.040	 -0.270
       6:14.578	  0.030	 -0.240
       6:14.586	  0.030	 -0.240
       6:14.594	  0.030	 -0.260
       6:14.602	  0.010	 -0.280
       6:14.609	  0.020	 -0.240
       6:14.617	  0.010	 -0.240
       6:14.625	  0.010	 -0.250
       6:14.633	  0.000	 -0.230
       6:14.641	  0.000	 -0.240
       6:14.648	 -0.010	 -0.240
       6:14.656	 -0.010	 -0.270
       6:14.664	 -0.010	 -0.240
       6:14.672	 -0.030	 -0.240
       6:14.680	 -0.010	 -0.260
       6:14.688	 -0.030	 -0.260
       6:14.695	 -0.040	 -0.240
       6:14.703	 -0.020	 -0.250
       6:14.711	 -0.020	 -0.260
       6:14.719	 -0.030	 -0.240
       6:14.727	 -0.030	 -0.230
       6:14.734	 -0.010	 -0.280
       6:14.742	  0.010	 -0.230
       6:14.750	  0.040	 -0.180
       6:14.758	  0.030	 -0.160
       6:14.766	  0.090	 -0.130
       6:14.773	  0.090	 -0.050
       6:14.781	  0.170	  0.130
       6:14.789	  0.100	  0.060
       6:14.797	  0.030	  0.080
       6:14.805	 -0.010	  0.010
       6:14.813	 -0.100	 -0.030
       6:14.820	 -0.120	 -0.060
       6:14.828	 -0.090	 -0.110
       6:14.836	 -0.090	 -0.240
       6:14.844	 -0.070	 -0.300
       6:14.852	 -0.100	 -0.310
       6:14.859	 -0.100	 -0.280
       6:14.867	 -0.080	 -0.250
       6:14.875	 -0.040	 -0.450
       6:14.883	  0.280	  0.120
       6:14.891	  0.530	  2.040
       6:14.898	  0.520	  5.110
       6:14.906	 -1.820	  5.110
       6:14.914	 -2.070	  3.650
       6:14.922	 -1.320	 -0.500
       6:14.930	 -0.990	 -0.460
       6:14.938	 -0.350	 -0.390
       6:14.945	 -0.020	 -0.330
       6:14.953	  0.000	 -0.430
       6:14.961	  0.020	 -0.370
       6:14.969	  0.030	 -0.490
       6:14.977	  0.080	 -0.430
       6:14.984	  0.100	 -0.430
       6:14.992	  0.090	 -0.450
       6:15.000	  0.100	 -0.420
       6:15.008	  0.110	 -0.400
       6:15.016	  0.140	 -0.420
       6:15.023	  0.130	 -0.430
       6:15.031	  0.150	 -0.390
       6:15.039	  0.170	 -0.390
       6:15.047	  0.180	 -0.410
       6:15.055	  0.200	 -0.390
       6:15.063	  0.230	 -0.380
       6:15.070	  0.250	 -0.380
       6:15.078	  0.270	 -0.410
       6:15.086	  0.290	 -0.380
       6:15.094	  0.320	 -0.400
       6:15.102	  0.320	 -0.440
       6:15.109	  0.330	 -0.460
       6:15.117	  0.310	 -0.450
       6:15.125	  0.310	 -0.490
       6:15.133	  0.280	 -0.520
       6:15.141	  0.250	 -0.560
       6:15.148	  0.210	 -0.540
       6:15.156	  0.160	 -0.530
       6:15.164	  0.120	 -0.490
       6:15.172	  0.070	 -0.380
       6:15.180	  0.060	 -0.300
       6:15.188	  0.040	 -0.270
       6:15.195	  0.040	 -0.220
       6:15.203	  0.050	 -0.190
       6:15.211	  0.050	 -0.200
       6:15.219	  0.050	 -0.200
       6:15.227	  0.040	 -0.210
       6:15.234	  0.080	 -0.200
       6:15.242	  0.060	 -0.240
       6:15.250	  0.070	 -0.230
       6:15.258	  0.040	 -0.210
       6:15.266	  0.070	 -0.210
       6:15.273	  0.050	 -0.250
       6:15.281	  0.060	 -0.210
       6:15.289	  0.060	 -0.220
       6:15.297	  0.080	 -0.240
       6:15.305	  0.080	 -0.280
       6:15.313	  0.090	 -0.240
       6:15.320	  0.100	 -0.250
       6:15.328	  0.100	 -0.280
       6:15.336	  0.100	 -0.270
       6:15.344	  0.100	 -0.270
       6:15.352	  0.100	 -0.290
       6:15.359	  0.090	 -0.310
       6:15.367	  0.080	 -0.270
       6:15.375	  0.080	 -0.270
       6:15.383	  0.080	 -0.290
       6:15.391	  0.050	 -0.290
       6:15.398	  0.060	 -0.250
       6:15.406	  0.050	 -0.290
       6:15.414	  0.040	 -0.290
       6:15.422	  0.030	 -0.270
       6:15.430	  0.040	 -0.260
       6:15.438	  0.020	 -0.200
       6:15.445	  0.030	 -0.310
       6:15.453	  0.020	 -0.260
       6:15.461	  0.020	 -0.240
       6:15.469	  0.010	 -0.290
       6:15.477	  0.010	 -0.260
       6:15.484	  0.020	 -0.260
       6:15.492	  0.010	 -0.270
       6:15.500	  0.010	 -0.280
       6:15.508	  0.010	 -0.240
       6:15.516	  0.030	 -0.200
       6:15.523	  0.080	 -0.180
       6:15.531	  0.060	 -0.180
       6:15.539	  0.070	 -0.100
       6:15.547	  0.120	 -0.070
       6:15.555	  0.200	  0.130
       6:15.563	  0.140	  0.080
       6:15.570	  0.070	  0.130
       6:15.578	  0.040	  0.050
       6:15.586	 -0.070	 -0.020
       6:15.594	 -0.090	 -0.010
       6:15.602	 -0.080	 -0.060
       6:15.609	 -0.060	 -0.230
       6:15.617	 -0.060	 -0.200
       6:15.625	 -0.080	 -0.310
       6:15.633	 -0.060	 -0.270
       6:15.641	 -0.070	 -0.280
       6:15.648	 -0.060	 -0.340
       6:15.656	  0.100	 -0.180
       6:15.664	  0.440	  1.150
       6:15.672	  0.790	  4.360
       6:15.680	 -1.220	  5.110
       6:15.688	 -1.940	  4.620
       6:15.695	 -1.610	  0.610
       6:15.703	 -1.270	 -0.540
       6:15.711	 -0.490	 -0.440
       6:15.719	 -0.120	 -0.300
       6:15.727	 -0.030	 -0.390
       6:15.734	 -0.020	 -0.390
       6:15.742	  0.010	 -0.400
       6:15.750	  0.040	 -0.410
       6:15.758	  0.040	 -0.390
       6:15.766	  0.070	 -0.400
       6:15.773	  0.060	 -0.390
       6:15.781	  0.080	 -0.390
       6:15.789	  0.110	 -0.370
       6:15.797	  0.100	 -0.350
       6:15.805	  0.120	 -0.370
       6:15.813	  0.120	 -0.370
       6:15.820	  0.140	 -0.340
       6:15.828	  0.140	 -0.340
       6:15.836	  0.160	 -0.340
       6:15.844	  0.150	 -0.330
       6:15.852	  0.190	 -0.330
       6:15.859	  0.210	 -0.340
       6:15.867	  0.210	 -0.360
       6:15.875	  0.230	 -0.360
       6:15.883	  0.230	 -0.380
       6:15.891	  0.230	 -0.420
       6:15.898	  0.220	 -0.450
       6:15.906	  0.200	 -0.440
       6:15.914	  0.180	 -0.530
       6:15.922	  0.170	 -0.540
       6:15.930	  0.110	 -0.500
       6:15.938	  0.090	 -0.440
       6:15.945	  0.050	 -0.430
       6:15.953	  0.050	 -0.340
       6:15.961	  0.010	 -0.250
       6:15.969	  0.020	 -0.180
       6:15.977	  0.020	 -0.170
       6:15.984	  0.020	 -0.140
       6:15.992	  0.020	 -0.110
       6:16.000	  0.050	 -0.130
       6:16.008	  0.040	 -0.140
       6:16.016	  0.020	 -0.110
       6:16.023	  0.040	 -0.110
       6:16.031	  0.030	 -0.130
       6:16.039	  0.020	 -0.120
       6:16.047	  0.020	 -0.120
       6:16.055	  0.030	 -0.100
       6:16.063	  0.040	 -0.160
       6:16.070	  0.040	 -0.130
       6:16.078	  0.060	 -0.150
       6:16.086	  0.050	 -0.160
       6:16.094	  0.070	 -0.180
       6:16.102	  0.060	 -0.150
       6:16.109	  0.070	 -0.160
       6:16.117	  0.070	 -0.110
       6:16.125	  0.060	 -0.210
       6:16.133	  0.060	 -0.170
       6:16.141	  0.060	 -0.190
       6:16.148	  0.040	 -0.220
       6:16.156	  0.040	 -0.180
       6:16.164	  0.030	 -0.190
       6:16.172	  0.040	 -0.200
       6:16.180	  0.020	 -0.230
       6:16.188	  0.010	 -0.180
       6:16.195	  0.010	 -0.190
       6:16.203	  0.010	 -0.200
       6:16.211	 -0.010	 -0.170
       6:16.219	  0.000	 -0.200
       6:16.227	 -0.010	 -0.200
       6:16.234	 -0.020	 -0.220
       6:16.242	 -0.020	 -0.180
       6:16.250	 -0.020	 -0.200
       6:16.258	 -0.010	 -0.210
       6:16.266	 -0.010	 -0.220
       6:16.273	 -0.020	 -0.170
       6:16.281	 -0.020	 -0.180
       6:16.289	 -0.020	 -0.190
       6:16.297	  0.000	 -0.120
       6:16.305	  0.050	 -0.090
       6:16.313	  0.020	 -0.090
       6:16.320	  0.070	 -0.010
       6:16.328	  0.070	  0.080
       6:16.336	  0.150	  0.230
       6:16.344	  0.090	  0.180
       6:16.352	  0.010	  0.230
       6:16.359	 -0.020	  0.120
       6:16.367	 -0.130	  0.080
       6:16.375	 -0.130	  0.040
       6:16.383	 -0.130	  0.010
       6:16.391	 -0.090	 -0.130
       6:16.398	 -0.080	 -0.220
       6:16.406	 -0.100	 -0.210
       6:16.414	 -0.100	 -0.180
       6:16.422	 -0.090	 -0.180
       6:16.430	 -0.080	 -0.350
       6:16.438	  0.190	  0.240
       6:16.445	  0.440	  2.120
       6:16.453	  0.660	  5.110
       6:16.461	 -1.650	  5.110
       6:16.469	 -1.920	  3.710
       6:16.477	 -1.200	 -0.420
       6:16.484	 -0.970	 -0.370
       6:16.492	 -0.400	 -0.280
       6:16.500	 -0.030	 -0.240
       6:16.508	 -0.020	 -0.320
       6:16.516	 -0.010	 -0.340
       6:16.523	  0.000	 -0.350
       6:16.531	  0.060	 -0.330
       6:16.539	  0.040	 -0.360
       6:16.547	  0.050	 -0.340
       6:16.555	  0.070	 -0.310
       6:16.563	  0.090	 -0.320
       6:16.570	  0.090	 -0.320
       6:16.578	  0.100	 -0.290
       6:16.586	  0.110	 -0.280
       6:16.594	  0.120	 -0.290
       6:16.602	  0.130	 -0.300
       6:16.609	  0.150	 -0.260
       6:16.617	  0.170	 -0.250
       6:16.625	  0.200	 -0.260
       6:16.633	  0.180	 -0.280
       6:16.641	  0.200	 -0.260
       6:16.648	  0.220	 -0.280
       6:16.656	  0.210	 -0.330
       6:16.664	  0.210	 -0.310
       6:16.672	  0.210	 -0.350
       6:16.680	  0.190	 -0.400
       6:16.688	  0.160	 -0.450
       6:16.695	  0.140	 -0.430
       6:16.703	  0.120	 -0.460
       6:16.711	  0.090	 -0.450
       6:16.719	  0.030	 -0.390
       6:16.727	  0.030	 -0.290
       6:16.734	  0.010	 -0.260
       6:16.742	  0.010	 -0.180
       6:16.750	  0.000	 -0.020
       6:16.758	  0.020	 -0.090
       6:16.766	  0.040	 -0.060
       6:16.773	  0.030	 -0.080
       6:16.781	  0.030	 -0.060
       6:16.789	  0.030	 -0.080
       6:16.797	  0.050	 -0.100
       6:16.805	  0.030	 -0.060
       6:16.813	  0.040	 -0.080
       6:16.820	  0.050	 -0.090
       6:16.828	  0.040	 -0.100
       6:16.836	  0.040	 -0.110
       6:16.844	  0.040	 -0.110
       6:16.852	  0.050	 -0.120
       6:16.859	  0.060	 -0.100
       6:16.867	  0.080	 -0.090
       6:16.875	  0.070	 -0.130
       6:16.883	  0.070	 -0.150
       6:16.891	  0.050	 -0.120
       6:16.898	  0.070	 -0.130
       6:16.906	  0.040	 -0.140
       6:16.914	  0.040	 -0.150
       6:16.922	  0.030	 -0.150
       6:16.930	  0.050	 -0.140
       6:16.938	  0.020	 -0.150
       6:16.945	  0.020	 -0.110
       6:16.953	 -0.010	 -0.130
       6:16.961	 -0.010	 -0.160
       6:16.969	 -0.010	 -0.150
       6:16.977	 -0.020	 -0.110
       6:16.984	 -0.020	 -0.120
       6:16.992	 -0.030	 -0.140
       6:17.000	 -0.020	 -0.130
       6:17.008	 -0.030	 -0.130
       6:17.016	 -0.040	 -0.130
       6:17.023	 -0.040	 -0.160
       6:17.031	 -0.040	 -0.100
       6:17.039	 -0.030	 -0.120
       6:17.047	 -0.010	 -0.110
       6:17.055	  0.000	 -0.100
       6:17.063	  0.050	 -0.050
       6:17.070	  0.010	 -0.020
       6:17.078	  0.080	 -0.010
       6:17.086	  0.090	  0.180
       6:17.094	  0.170	  0.270
       6:17.102	  0.100	  0.200
       6:17.109	  0.020	  0.210
       6:17.117	 -0.040	  0.140
       6:17.125	 -0.110	  0.070
       6:17.133	 -0.100	  0.040
       6:17.141	 -0.120	 -0.010
       6:17.148	 -0.120	 -0.140
       6:17.156	 -0.100	 -0.180
       6:17.164	 -0.120	 -0.210
       6:17.172	 -0.120	 -0.180
       6:17.180	 -0.120	 -0.140
       6:17.188	 -0.130	 -0.300
       6:17.195	  0.200	  0.610
       6:17.203	  0.530	  2.790
       6:17.211	  0.460	  5.110
       6:17.219	 -1.470	  5.110
       6:17.227	 -1.580	  3.080
       6:17.234	 -1.180	 -0.580
       6:17.242	 -0.740	 -0.450
       6:17.250	 -0.450	 -0.280
       6:17.258	 -0.080	 -0.260
       6:17.266	 -0.080	 -0.270
       6:17.273	 -0.020	 -0.320
       6:17.281	 -0.020	 -0.320
       6:17.289	  0.000	 -0.300
       6:17.297	  0.020	 -0.320
       6:17.305	  0.040	 -0.300
       6:17.313	  0.050	 -0.290
       6:17.320	  0.050	 -0.280
       6:17.328	  0.070	 -0.280
       6:17.336	  0.050	 -0.260
       6:17.344	  0.090	 -0.240
       6:17.352	  0.080	 -0.250
       6:17.359	  0.090	 -0.260
       6:17.367	  0.090	 -0.200
       6:17.375	  0.120	 -0.230
       6:17.383	  0.130	 -0.210
       6:17.391	  0.160	 -0.210
       6:17.398	  0.160	 -0.180
       6:17.406	  0.190	 -0.190
       6:17.414	  0.190	 -0.240
       6:17.422	  0.180	 -0.210
       6:17.430	  0.180	 -0.200
       6:17.438	  0.170	 -0.230
       6:17.445	  0.160	 -0.290
       6:17.453	  0.130	 -0.260
       6:17.461	  0.110	 -0.260
       6:17.469	  0.080	 -0.260
       6:17.477	  0.050	 -0.210
       6:17.484	  0.030	 -0.140
       6:17.492	  0.030	 -0.100
       6:17.500	  0.000	 -0.090
       6:17.508	 -0.020	 -0.060
       6:17.516	  0.000	 -0.070
       6:17.523	 -0.010	 -0.080
       6:17.531	  0.000	 -0.110
       6:17.539	 -0.010	 -0.090
       6:17.547	  0.010	 -0.100
       6:17.555	 -0.010	 -0.140
       6:17.563	  0.010	 -0.130
       6:17.570	  0.010	 -0.150
       6:17.578	  0.030	 -0.150
       6:17.586	  0.020	 -0.180
       6:17.594	  0.020	 -0.140
       6:17.602	  0.040	 -0.150
       6:17.609	  0.030	 -0.170
       6:17.617	  0.030	 -0.170
       6:17.625	  0.020	 -0.100
       6:17.633	  0.030	 -0.180
       6:17.641	  0.040	 -0.180
       6:17.648	  0.010	 -0.130
       6:17.656	  0.040	 -0.120
       6:17.664	  0.020	 -0.160
       6:17.672	  0.020	 -0.170
       6:17.680	  0.000	 -0.140
       6:17.688	  0.010	 -0.140
       6:17.695	  0.020	 -0.140
       6:17.703	  0.010	 -0.140
       6:17.711	 -0.010	 -0.130
       6:17.719	 -0.010	 -0.150
       6:17.727	 -0.010	 -0.160
       6:17.734	 -0.020	 -0.130
       6:17.742	 -0.010	 -0.130
       6:17.750	 -0.020	 -0.160
       6:17.758	 -0.030	 -0.170
       6:17.766	 -0.020	 -0.150
       6:17.773	 -0.030	 -0.160
       6:17.781	 -0.030	 -0.180
       6:17.789	 -0.020	 -0.140
       6:17.797	  0.030	 -0.090
       6:17.805	  0.030	 -0.110
       6:17.813	  0.040	 -0.060
       6:17.820	  0.060	  0.010
       6:17.828	  0.120	  0.170
       6:17.836	  0.120	  0.170
       6:17.844	  0.040	  0.180
       6:17.852	  0.010	  0.190
       6:17.859	 -0.080	  0.050
       6:17.867	 -0.110	  0.040
       6:17.875	 -0.120	  0.040
       6:17.883	 -0.110	 -0.050
       6:17.891	 -0.100	 -0.190
       6:17.898	 -0.080	 -0.200
       6:17.906	 -0.110	 -0.160
       6:17.914	 -0.070	 -0.180
       6:17.922	 -0.100	 -0.220
       6:17.930	 -0.040	 -0.340
       6:17.938	  0.330	  0.670
       6:17.945	  0.620	  3.380
       6:17.953	 -0.340	  5.110
       6:17.961	 -1.870	  5.110
       6:17.969	 -1.850	  2.270
       6:17.977	 -1.280	 -0.640
       6:17.984	 -0.660	 -0.430
       6:17.992	 -0.280	 -0.180
       6:18.000	 -0.010	 -0.260
       6:18.008	 -0.010	 -0.310
       6:18.016	  0.010	 -0.300
       6:18.023	  0.040	 -0.310
       6:18.031	  0.070	 -0.330
       6:18.039	  0.070	 -0.350
       6:18.047	  0.080	 -0.310
       6:18.055	  0.090	 -0.310
       6:18.063	  0.110	 -0.320
       6:18.070	  0.100	 -0.230
       6:18.078	  0.110	 -0.320
       6:18.086	  0.160	 -0.290
       6:18.094	  0.130	 -0.310
       6:18.102	  0.170	 -0.270
       6:18.109	  0.190	 -0.260
       6:18.117	  0.210	 -0.260
       6:18.125	  0.230	 -0.300
       6:18.133	  0.250	 -0.260
       6:18.141	  0.280	 -0.280
       6:18.148	  0.290	 -0.290
       6:18.156	  0.290	 -0.290
       6:18.164	  0.310	 -0.310
       6:18.172	  0.290	 -0.340
       6:18.180	  0.270	 -0.400
       6:18.188	  0.240	 -0.390
       6:18.195	  0.220	 -0.420
       6:18.203	  0.170	 -0.430
       6:18.211	  0.120	 -0.410
       6:18.219	  0.100	 -0.330
       6:18.227	  0.060	 -0.280
       6:18.234	  0.040	 -0.230
       6:18.242	  0.020	 -0.150
       6:18.250	  0.030	 -0.100
       6:18.258	  0.030	 -0.110
       6:18.266	  0.040	 -0.100
       6:18.273	  0.040	 -0.080
       6:18.281	  0.050	 -0.090
       6:18.289	  0.050	 -0.100
       6:18.297	  0.050	 -0.100
       6:18.305	  0.050	 -0.080
       6:18.313	  0.050	 -0.110
       6:18.320	  0.050	 -0.130
       6:18.328	  0.040	 -0.100
       6:18.336	  0.050	 -0.120
       6:18.344	  0.060	 -0.150
       6:18.352	  0.060	 -0.160
       6:18.359	  0.070	 -0.130
       6:18.367	  0.070	 -0.160
       6:18.375	  0.080	 -0.200
       6:18.383	  0.070	 -0.170
       6:18.391	  0.060	 -0.180
       6:18.398	  0.070	 -0.200
       6:18.406	  0.060	 -0.200
       6:18.414	  0.050	 -0.170
       6:18.422	  0.060	 -0.170
       6:18.430	  0.050	 -0.200
       6:18.438	  0.040	 -0.210
       6:18.445	  0.030	 -0.190
       6:18.453	  0.030	 -0.210
       6:18.461	  0.030	 -0.230
       6:18.469	  0.010	 -0.200
       6:18.477	  0.010	 -0.200
       6:18.484	  0.010	 -0.220
       6:18.492	 -0.020	 -0.210
       6:18.500	 -0.020	 -0.190
       6:18.508	 -0.030	 -0.190
       6:18.516	 -0.020	 -0.220
       6:18.523	 -0.030	 -0.190
       6:18.531	 -0.040	 -0.180
       6:18.539	 -0.030	 -0.200
       6:18.547	 -0.040	 -0.210
       6:18.555	  0.010	 -0.130
       6:18.563	  0.040	 -0.130
       6:18.570	  0.010	 -0.110
       6:18.578	  0.070	 -0.050
